
Project Evaluation Performance Summary:
       88 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib083\ClassLib083.csproj   2 calls
       92 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib043\ClassLib043.csproj   2 calls
       92 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib096\ClassLib096.csproj   2 calls
       93 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib119\ClassLib119.csproj   2 calls
       94 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib078\ClassLib078.csproj   2 calls
       94 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib110\ClassLib110.csproj   2 calls
       96 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib126\ClassLib126.csproj   2 calls
       97 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib095\ClassLib095.csproj   2 calls
       97 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib008\ClassLib008.csproj   2 calls
       98 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib113\ClassLib113.csproj   2 calls
       99 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib063\ClassLib063.csproj   2 calls
       99 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib123\ClassLib123.csproj   2 calls
      100 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib094\ClassLib094.csproj   2 calls
      100 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib077\ClassLib077.csproj   2 calls
      100 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib058\ClassLib058.csproj   2 calls
      101 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib112\ClassLib112.csproj   2 calls
      101 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib124\ClassLib124.csproj   2 calls
      101 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib032\ClassLib032.csproj   2 calls
      101 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib037\ClassLib037.csproj   2 calls
      102 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib097\ClassLib097.csproj   2 calls
      103 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib046\ClassLib046.csproj   2 calls
      103 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib013\ClassLib013.csproj   2 calls
      103 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib091\ClassLib091.csproj   2 calls
      103 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib065\ClassLib065.csproj   2 calls
      103 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib089\ClassLib089.csproj   2 calls
      104 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib087\ClassLib087.csproj   2 calls
      104 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib068\ClassLib068.csproj   2 calls
      104 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib047\ClassLib047.csproj   2 calls
      104 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib111\ClassLib111.csproj   2 calls
      105 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib044\ClassLib044.csproj   2 calls
      105 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib121\ClassLib121.csproj   2 calls
      105 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib114\ClassLib114.csproj   2 calls
      105 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib066\ClassLib066.csproj   2 calls
      106 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib003\ClassLib003.csproj   2 calls
      106 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib045\ClassLib045.csproj   2 calls
      106 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib042\ClassLib042.csproj   2 calls
      107 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib006\ClassLib006.csproj   2 calls
      107 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib073\ClassLib073.csproj   2 calls
      107 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib060\ClassLib060.csproj   2 calls
      107 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib033\ClassLib033.csproj   2 calls
      108 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib084\ClassLib084.csproj   2 calls
      109 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib070\ClassLib070.csproj   2 calls
      109 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib079\ClassLib079.csproj   2 calls
      110 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib034\ClassLib034.csproj   2 calls
      110 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib002\ClassLib002.csproj   2 calls
      111 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib015\ClassLib015.csproj   2 calls
      112 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib010\ClassLib010.csproj   2 calls
      112 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib081\ClassLib081.csproj   2 calls
      112 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib115\ClassLib115.csproj   2 calls
      112 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib059\ClassLib059.csproj   2 calls
      113 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib120\ClassLib120.csproj   2 calls
      113 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib067\ClassLib067.csproj   2 calls
      114 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib098\ClassLib098.csproj   2 calls
      114 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib040\ClassLib040.csproj   2 calls
      114 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib071\ClassLib071.csproj   2 calls
      114 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib090\ClassLib090.csproj   2 calls
      114 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib052\ClassLib052.csproj   2 calls
      116 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib018\ClassLib018.csproj   2 calls
      116 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib014\ClassLib014.csproj   2 calls
      116 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib030\ClassLib030.csproj   2 calls
      117 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib038\ClassLib038.csproj   2 calls
      117 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib102\ClassLib102.csproj   2 calls
      117 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib061\ClassLib061.csproj   2 calls
      117 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib106\ClassLib106.csproj   2 calls
      118 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib048\ClassLib048.csproj   2 calls
      120 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib099\ClassLib099.csproj   2 calls
      120 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib064\ClassLib064.csproj   2 calls
      120 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib023\ClassLib023.csproj   2 calls
      121 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib020\ClassLib020.csproj   2 calls
      121 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib039\ClassLib039.csproj   2 calls
      121 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib085\ClassLib085.csproj   2 calls
      122 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib103\ClassLib103.csproj   2 calls
      122 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib036\ClassLib036.csproj   2 calls
      123 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib004\ClassLib004.csproj   2 calls
      123 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib086\ClassLib086.csproj   2 calls
      123 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib031\ClassLib031.csproj   2 calls
      124 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib026\ClassLib026.csproj   2 calls
      124 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib024\ClassLib024.csproj   2 calls
      125 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib062\ClassLib062.csproj   2 calls
      125 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib054\ClassLib054.csproj   2 calls
      126 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib105\ClassLib105.csproj   2 calls
      128 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib104\ClassLib104.csproj   2 calls
      128 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib049\ClassLib049.csproj   2 calls
      128 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib107\ClassLib107.csproj   2 calls
      129 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib028\ClassLib028.csproj   2 calls
      130 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib080\ClassLib080.csproj   2 calls
      131 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib027\ClassLib027.csproj   2 calls
      131 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib074\ClassLib074.csproj   2 calls
      133 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib011\ClassLib011.csproj   2 calls
      133 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib025\ClassLib025.csproj   2 calls
      134 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib051\ClassLib051.csproj   2 calls
      135 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib108\ClassLib108.csproj   2 calls
      137 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib021\ClassLib021.csproj   2 calls
      138 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib022\ClassLib022.csproj   2 calls
      140 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib007\ClassLib007.csproj   2 calls
      141 ms  C:\G\JBsdk-Test\artifacts\tmp\Release\WebLargeCleanBuild\ClassLib116\ClassLib116.csproj   2 calls
